reorder_peak,flow_count
48,4
47,2
46,2
45,0
44,1
43,3
42,1
41,2
40,2
39,4
38,2
37,7
36,1
35,5
34,4
33,5
32,2
31,6
30,10
29,3
28,12
27,9
26,10
25,7
24,17
23,11
22,23
21,10
20,19
19,19
18,18
17,26
16,32
15,32
14,36
13,41
12,40
11,32
10,14
9,9
8,9
7,8
6,6
5,1
4,3
3,6
2,2
1,5
0,0
