reorder_peak,flow_count
44,1
43,0
42,0
41,0
40,0
39,3
38,0
37,1
36,0
35,0
34,3
33,0
32,3
31,1
30,0
29,4
28,2
27,5
26,8
25,12
24,4
23,2
22,10
21,5
20,9
19,15
18,11
17,11
16,7
15,16
14,13
13,15
12,10
11,16
10,10
9,5
8,12
7,5
6,1
5,1
4,1
3,1
2,2
1,2
0,0
