reorder_peak,flow_count
52,2
51,0
50,3
49,9
48,4
47,5
46,7
45,7
44,7
43,5
42,8
41,11
40,4
39,7
38,7
37,5
36,12
35,14
34,12
33,17
32,14
31,16
30,18
29,17
28,17
27,29
26,30
25,23
24,30
23,24
22,22
21,26
20,33
19,33
18,28
17,39
16,30
15,33
14,39
13,39
12,43
11,46
10,52
9,72
8,79
7,78
6,49
5,48
4,35
3,27
2,19
1,21
0,0
