reorder_peak,flow_count
54,3
53,2
52,1
51,2
50,5
49,1
48,2
47,4
46,4
45,2
44,1
43,3
42,1
41,0
40,2
39,1
38,0
37,1
36,1
35,2
34,1
33,2
32,2
31,2
30,2
29,3
28,1
27,3
26,2
25,2
24,4
23,7
22,2
21,4
20,1
19,6
18,5
17,1
16,10
15,3
14,7
13,6
12,11
11,8
10,7
9,15
8,4
7,14
6,16
5,14
4,14
3,12
2,10
1,0
0,0
