reorder_peak,flow_count
52,2
51,0
50,3
49,3
48,3
47,7
46,4
45,1
44,3
43,8
42,3
41,3
40,7
39,7
38,2
37,2
36,4
35,10
34,8
33,6
32,6
31,9
30,11
29,15
28,15
27,10
26,10
25,12
24,17
23,14
22,8
21,19
20,24
19,15
18,14
17,11
16,19
15,19
14,25
13,26
12,30
11,31
10,39
9,34
8,44
7,60
6,37
5,35
4,12
3,10
2,10
1,10
0,0
