reorder_peak,flow_count
53,3
52,1
51,1
50,1
49,1
48,0
47,0
46,1
45,0
44,1
43,0
42,1
41,1
40,0
39,0
38,0
37,0
36,1
35,0
34,2
33,4
32,0
31,1
30,3
29,3
28,1
27,1
26,3
25,3
24,3
23,4
22,4
21,5
20,2
19,6
18,2
17,6
16,7
15,14
14,10
13,13
12,15
11,19
10,9
9,11
8,10
7,8
6,13
5,5
4,8
3,7
2,0
1,0
0,0
