reorder_peak,flow_count
54,1
53,0
52,0
51,1
50,3
49,4
48,6
47,9
46,6
45,2
44,3
43,1
42,4
41,3
40,1
39,0
38,1
37,2
36,8
35,7
34,3
33,3
32,4
31,5
30,9
29,13
28,6
27,8
26,15
25,16
24,8
23,11
22,14
21,14
20,10
19,12
18,19
17,19
16,16
15,27
14,27
13,37
12,40
11,36
10,36
9,40
8,31
7,31
6,24
5,13
4,8
3,5
2,3
1,8
0,0
