reorder_peak,flow_count
32,1
31,1
30,0
29,1
28,0
27,2
26,0
25,2
24,1
23,2
22,1
21,2
20,5
19,1
18,0
17,4
16,4
15,5
14,4
13,15
12,8
11,4
10,4
9,9
8,8
7,16
6,15
5,10
4,16
3,7
2,11
1,6
0,0
